distance_km,time_min,fare
8.14,104.67,488.02
49.65,81.07,1034.11
26.04,81.36,687.21
33.18,82.15,798.62
23.14,56.69,576.57
21.54,85.49,630.27
37.17,65.77,818.95
5.32,102.94,436.92
39.43,63.78,837.92
6.64,50.77,300.5
10.82,31.01,304.04
33.86,78.44,796.33
17.78,57.61,486.36
6.68,86.49,415.7
21.65,10.62,401.01
35.32,68.54,774.66
31.4,36.65,629.04
21.74,11.5,409.89
44.6,104.77,1034.51
48.57,109.47,1105.23
4.27,67.71,314.1
26.72,111.05,775.8
27.56,66.15,677.78
45.75,108.05,1056.76
37.76,83.66,860.14
31.74,119.29,885.71
48.97,84.99,1017.65
32.61,22.8,603.54
23.51,62.18,581.15
45.16,17.33,774.69
36.9,116.62,949.3
44.75,88.18,989.51
10.88,58.65,392.64
4.85,64.89,313.11
49.52,12.49,835.08
31.06,34.48,611.34
40.07,45.42,785.02
9.74,88.48,460.81
19.25,77.7,579.45
32.74,80.99,785.47
11.07,48.03,359.81
14.54,112.08,606.97
0.73,83.88,314.02
11.9,116.29,591.91
18.15,66.72,528.66
37.61,69.62,819.5
35.96,108.45,934.79
3.03,17.34,146.01
14.44,25.54,348.38
28.85,44.97,621.29
38.03,96.53,910.13
6.65,42.37,272.11
27.23,25.55,534.15
3.31,42.17,228.53
23.99,38.5,520.17
28.74,13.2,515.94
14.35,37.44,379.16
23.56,114.61,738.36
8.86,50.08,329.97
9.51,20.84,252.83
1.08,96.44,357.83
35.26,43.44,707.67
9.48,112.24,525.43
26.72,115.84,804.39
9.91,97.97,482.7
2.53,85.0,347.57
29.82,86.74,743.43
10.61,66.11,400.67
25.04,114.48,764.73
47.47,37.06,878.28
43.56,64.22,882.95
18.8,79.84,569.51
41.72,9.82,702.86
40.28,38.41,791.52
38.47,106.64,936.42
40.31,70.82,870.35
1.99,33.17,175.53
18.62,41.77,451.21
14.67,59.6,448.22
10.89,14.15,251.68
45.82,19.7,779.52
30.94,41.77,637.68
21.68,46.81,510.72
38.4,101.51,928.18
21.35,41.82,494.39
41.07,119.63,1030.63
30.56,79.11,740.7
13.59,16.18,309.11
48.17,82.65,1029.15
22.46,119.31,736.85
31.09,35.62,620.7
46.15,54.2,893.32
18.5,75.42,561.63
11.46,21.72,282.93
11.3,101.03,521.23
29.46,40.82,609.5
27.95,89.04,731.32
13.05,43.21,379.01
10.76,48.95,361.46
43.56,90.12,970.13
48.68,65.42,965.69
36.11,15.58,640.69
9.19,48.72,337.84
4.61,94.36,401.96
22.87,58.29,577.5
2.35,47.35,226.83
48.12,35.11,874.98
24.44,107.1,743.95
8.85,37.78,288.75
25.55,46.96,573.55
40.85,18.35,714.45
1.43,18.65,128.69
2.91,107.07,417.53
31.55,64.59,711.94
47.38,109.83,1075.36
31.46,71.57,731.93
40.88,29.37,761.66
11.05,95.96,512.93
28.9,19.47,552.54
17.8,70.9,529.84
28.07,113.42,797.9
12.67,55.53,404.21
42.58,61.12,876.59
48.62,24.56,862.6
36.08,16.61,647.99
14.78,43.87,408.08
3.21,88.96,360.7
26.57,24.89,521.8
23.22,73.42,617.42
29.26,115.67,844.35
36.29,12.05,625.55
46.54,112.1,1068.85
41.07,61.93,836.46
40.06,9.15,675.96
22.98,103.23,702.87
28.7,64.84,671.12
38.44,70.64,837.04
46.58,54.68,915.92
7.49,34.02,264.22
24.66,65.21,606.63
46.38,85.9,1005.86
13.29,38.83,364.8
28.04,18.85,531.93
12.96,52.91,397.96
47.56,30.32,862.14
39.06,46.93,776.4
8.14,86.17,424.72
41.7,49.79,814.23
15.67,42.25,409.95
8.2,40.64,294.11
14.08,49.23,411.5
48.03,92.93,1055.97
38.43,114.27,961.92
44.61,15.95,781.02
48.68,14.79,821.2
18.73,61.61,509.79
18.77,116.62,665.88
40.26,89.72,931.93
5.12,21.49,190.84
47.73,70.2,968.79
20.65,71.62,569.22
49.61,114.96,1144.73
17.0,30.25,397.1
37.55,15.45,661.92
49.42,94.24,1073.69
42.04,116.22,1031.2
36.86,73.28,828.17
25.57,106.3,757.27
5.25,71.3,344.1
16.81,64.04,499.57
2.08,23.86,153.32
46.11,116.24,1088.63
0.98,92.11,339.6
34.26,69.95,776.65
12.32,91.75,519.75
39.27,103.23,941.09
48.46,41.39,897.4
3.23,114.2,439.16
41.75,22.54,744.62
40.22,74.32,881.07
23.0,78.38,625.72
43.54,34.93,831.28
14.63,52.84,429.69
25.33,34.72,537.02
9.59,68.65,394.12
35.46,27.8,660.33
49.63,117.59,1162.25
40.03,44.41,801.43
0.8,10.01,91.34
25.28,75.07,650.27
39.22,53.16,795.42
32.62,79.77,768.49
31.0,42.04,642.33
41.05,27.22,743.66
37.13,87.89,855.33
17.19,63.74,502.81
10.24,99.22,497.56
46.87,119.04,1105.86
21.12,15.22,414.51
8.65,10.72,212.99
45.89,58.25,932.88
32.29,51.18,682.33
8.6,87.86,441.99
16.6,95.32,589.82
40.8,92.0,948.02
31.81,5.49,557.38
48.05,79.81,1014.39
28.99,67.24,685.43
7.15,11.06,188.69
16.81,79.23,541.23
15.09,10.29,308.16
20.43,41.2,484.55
2.01,47.64,218.52
28.15,54.56,629.38
8.11,40.41,294.49
5.54,32.17,229.18
35.72,37.95,694.14
0.68,69.06,265.0
15.2,61.42,469.54
5.51,79.05,373.17
16.77,101.91,613.59
47.37,39.16,885.87
35.56,63.7,766.46
46.2,21.83,804.16
3.11,11.17,130.13
24.84,72.73,630.93
1.25,22.95,137.52
30.22,80.77,738.31
45.61,52.26,894.63
38.52,24.15,713.63
38.63,76.47,836.42
20.27,37.49,464.68
16.68,19.7,356.67
35.55,76.2,822.43
28.08,68.43,683.21
1.49,93.65,353.89
14.62,110.9,610.61
1.36,36.52,179.87
30.15,91.22,783.77
7.82,29.75,251.8
42.65,115.6,1040.29
7.49,74.07,386.38
22.3,30.92,479.44
19.66,91.38,619.15
10.16,9.82,232.23
47.21,60.55,948.59
44.6,35.6,836.24
22.37,110.07,710.61
10.13,32.28,299.22
49.69,30.78,889.64
45.0,25.26,799.27
11.88,66.02,425.51
5.7,8.74,158.06
23.66,18.99,467.47
2.07,75.41,308.93
40.87,55.53,820.46
49.81,38.83,907.01
19.7,102.48,665.6
17.78,74.82,544.9
15.49,90.79,558.69
7.6,70.76,374.91
26.27,35.33,548.42
23.52,59.98,577.53
15.29,109.99,605.64
30.08,104.69,817.0
32.65,58.93,711.98
38.11,7.22,634.24
3.67,103.83,416.96
16.29,99.98,592.77
42.44,114.63,1028.79
28.91,110.35,807.65
13.69,13.24,295.01
34.21,84.43,804.7
4.2,92.56,386.79
28.77,93.29,774.57
13.47,113.1,596.2
4.6,110.69,456.62
15.12,90.75,547.34
45.77,75.37,967.17
33.12,110.17,854.47
31.84,68.71,742.34
3.54,25.76,179.52
46.92,42.61,865.38
39.26,52.01,789.68
28.8,61.77,666.64
35.28,26.35,650.34
36.25,40.32,717.16
30.91,106.51,821.59
44.36,46.24,853.67
36.65,41.81,732.2
8.24,104.7,481.0
19.69,7.22,370.7
43.04,70.31,900.3
15.06,65.7,470.66
19.58,67.06,549.81
44.41,71.95,937.02
25.07,82.34,677.47
6.8,76.4,378.78
13.38,93.84,530.45
16.94,84.31,560.59
43.73,73.73,932.26
14.39,22.31,329.57
45.58,55.89,901.45
43.71,86.57,963.46
21.12,75.41,595.44
45.86,111.64,1053.09
14.32,46.91,408.11
9.44,82.03,444.43
5.16,50.99,280.81
12.37,66.55,424.46
16.12,88.59,548.9
24.34,28.26,511.0
1.56,28.43,160.42
12.5,33.53,335.4
13.5,106.67,567.3
16.32,45.22,440.37
36.91,43.38,739.21
48.45,22.52,834.58
39.62,17.34,695.37
27.92,17.05,510.86
45.21,11.11,758.61
32.67,84.95,789.37
27.11,47.22,589.18
37.14,5.98,626.78
6.3,112.52,483.92
26.33,90.36,717.66
16.84,117.1,644.76
23.97,91.89,679.62
27.37,67.12,663.29
35.93,42.02,717.41
2.45,86.29,349.03
45.39,83.56,994.5
8.98,74.14,400.0
25.3,8.01,448.96
19.84,32.81,443.44
41.8,85.23,925.51
0.67,30.2,152.65
37.89,74.33,826.44
4.25,95.26,400.77
2.41,11.8,122.29
49.62,15.42,826.11
23.92,74.2,634.83
40.48,65.08,860.34
21.98,76.15,608.86
30.48,43.87,644.66
30.01,77.19,734.93
10.28,71.92,426.43
15.24,15.04,323.51
38.16,16.14,670.19
41.72,5.03,701.28
4.21,20.54,175.14
18.78,66.81,532.8
33.43,83.19,809.73
43.94,94.33,985.42
48.73,105.04,1105.33
3.7,98.3,397.73
33.63,116.58,910.35
33.96,98.58,857.56
10.64,13.26,248.14
27.83,91.32,746.95
34.94,18.52,630.17
46.76,22.58,814.26
49.93,43.2,932.61
25.05,58.69,601.73
7.9,97.23,455.8
47.94,97.93,1062.83
34.13,99.24,854.93
30.18,117.51,876.87
11.89,44.06,359.96
34.32,74.19,780.69
17.46,10.08,341.17
29.25,42.15,622.52
29.27,72.66,693.56
24.83,61.13,605.03
27.03,118.65,822.08
9.46,88.54,463.36
20.5,39.84,476.53
10.79,105.31,525.7
35.82,9.03,615.64
9.49,73.17,416.9
30.59,115.97,855.64
42.83,44.12,825.48
48.5,6.44,797.4
43.8,13.04,727.55
46.03,51.59,902.56
30.0,84.57,754.12
26.14,73.31,660.13
4.25,11.39,148.23
18.15,54.91,486.09
19.81,87.15,607.44
19.22,88.7,603.76
45.79,10.84,771.35
18.77,48.41,479.22
32.17,15.31,579.15
10.51,88.57,472.8
11.68,15.14,268.37
27.86,51.93,638.05
37.98,91.77,895.87
40.17,22.91,730.9
1.99,79.53,318.83
36.2,51.81,741.33
2.67,107.02,422.96
31.18,108.03,846.17
41.99,95.04,974.96
46.16,27.15,836.51
10.04,117.98,549.64
42.6,102.72,1025.36
9.24,24.96,265.1
11.65,101.77,533.44
24.26,59.05,591.13
7.28,37.22,271.77
17.02,115.22,647.86
37.61,36.52,712.02
35.23,28.86,674.25
42.08,44.89,809.42
18.18,93.91,594.63
37.6,104.33,938.62
12.13,7.8,257.69
45.8,104.25,1037.31
11.5,106.32,544.72
34.57,97.82,868.9
43.16,99.2,998.65
42.14,26.36,756.43
11.08,95.39,496.96
19.17,29.48,418.85
46.97,97.67,1042.88
18.94,52.76,490.99
0.85,107.02,384.3
40.39,89.31,924.95
31.91,115.43,882.6
39.55,33.32,753.79
48.37,7.2,792.17
42.74,116.28,1042.22
20.73,103.57,665.27
14.19,39.71,380.23
31.72,96.56,809.61
14.35,30.29,352.61
23.57,103.44,729.09
40.86,40.0,782.59
47.73,14.63,796.31
20.69,56.62,531.21
45.77,55.78,905.82
24.98,51.96,581.12
48.66,100.18,1078.87
34.97,33.71,679.88
43.36,112.3,1032.02
10.44,77.78,438.62
13.97,78.44,498.11
22.9,62.23,578.82
17.73,13.4,361.67
47.67,13.81,806.19
39.97,35.71,752.86
6.16,75.38,372.34
44.75,25.88,806.38
3.46,107.4,426.65
21.25,108.23,697.61
3.56,84.17,362.75
30.09,88.52,763.46
10.63,110.68,550.89
46.32,29.37,822.89
43.13,16.29,749.77
49.51,75.25,1030.08
14.11,43.73,397.05
45.76,78.02,960.0
5.37,11.83,166.54
31.71,41.87,647.54
37.03,93.18,883.54
41.56,79.94,916.96
24.84,34.88,534.87
3.14,38.56,213.84
13.18,82.03,494.85
24.17,77.17,645.91
2.51,70.51,298.56
46.47,79.99,963.31
31.4,60.24,699.41
35.42,76.04,813.94
41.87,75.02,903.85
27.16,88.25,717.65
33.51,20.54,619.95
21.81,112.92,709.43
7.73,50.28,315.35
11.65,54.1,389.34
5.95,93.37,420.76
5.62,48.63,281.61
12.07,11.19,261.03
3.1,69.3,309.75
7.02,62.48,344.55
30.25,30.57,606.17
49.55,73.59,1018.17
43.13,100.87,1000.59
11.05,39.28,334.27
39.34,64.89,841.26
45.37,46.13,858.22
30.01,71.87,714.25
14.74,113.35,616.19
44.2,99.28,1022.72
37.65,71.26,816.89
30.3,92.02,774.65
19.84,94.84,637.03
13.44,110.29,578.89
5.48,68.93,337.92
15.63,35.3,391.63
27.63,53.57,616.0
7.35,111.81,490.66
2.34,22.55,152.45
15.21,77.46,503.18
24.81,108.12,741.79
1.04,60.96,249.88
25.12,68.67,641.87
31.15,83.44,769.62
14.04,118.16,601.49
9.77,22.33,264.49
33.11,57.43,717.52
46.31,108.52,1084.21
45.32,41.73,837.7
20.67,96.2,647.25
6.31,102.32,452.04
1.97,110.79,414.65
28.45,50.57,618.81
2.06,27.13,160.68
20.98,16.24,422.2
17.68,65.54,526.48
13.25,42.46,374.64
39.95,104.96,953.21
41.6,116.99,1010.91
16.37,95.7,572.62
34.25,58.19,737.23
13.77,17.33,309.22
8.55,79.33,413.86
45.43,34.92,845.72
36.9,52.0,755.05
42.5,110.87,1014.48
25.72,90.06,705.58
11.39,16.43,268.14
36.32,31.97,693.82
49.61,66.16,1009.8
47.59,64.49,943.45
40.32,39.82,770.04
44.72,27.97,807.06
15.45,115.19,624.35
29.22,117.78,836.05
34.73,18.13,622.45
49.62,77.3,1042.16
26.83,69.09,668.52
4.38,20.03,177.22
15.37,59.96,455.71
46.29,8.75,765.39
46.97,109.33,1095.61
16.33,55.09,461.4
14.55,9.38,303.26
15.73,100.01,589.11
44.46,21.07,779.03
35.79,63.35,774.23
24.66,22.53,489.25
17.36,73.01,528.81
3.39,12.34,140.47
18.93,25.59,405.09
36.93,21.11,669.34
23.79,28.05,491.56
42.18,63.13,873.83
21.82,76.0,607.62
8.91,49.53,337.58
29.57,90.51,777.89
5.73,13.47,177.03
3.71,30.9,197.44
13.11,79.43,478.71
22.75,83.83,640.04
39.41,19.25,705.18
23.7,20.74,473.58
38.35,13.25,666.49
37.18,91.76,885.85
3.84,118.84,464.24
36.11,90.01,871.61
41.57,34.37,786.01
38.56,65.1,819.47
20.11,116.37,711.0
20.93,40.63,483.55
32.23,97.88,827.65
5.83,96.35,431.03
16.91,104.85,621.23
15.39,34.6,381.59
2.99,60.42,274.4
11.72,61.04,408.29
40.51,111.89,968.26
47.76,115.73,1118.04
9.93,66.12,399.04
34.41,59.22,747.04
20.48,97.74,647.95
28.56,100.66,769.0
19.01,68.1,543.64
39.38,99.31,933.85
3.35,60.99,284.35
15.91,94.08,566.12
3.73,64.02,298.48
30.56,58.15,675.8
14.34,8.72,293.72
36.82,107.7,928.82
46.51,56.7,910.16
46.02,69.74,964.67
37.75,6.67,646.27
13.22,6.65,269.57
37.31,43.88,753.86
5.96,16.91,186.43
48.06,43.97,900.43
17.43,53.83,467.05
35.34,78.81,827.63
42.94,72.94,912.65
6.32,51.71,298.22
1.49,114.06,415.26
36.64,22.61,658.39
1.01,50.04,214.75
32.6,114.72,876.67
17.14,64.87,505.4
9.97,100.79,499.29
29.09,19.17,539.35
31.42,113.59,870.25
22.21,47.01,527.23
16.77,80.95,529.51
5.49,82.44,386.62
36.41,27.56,682.07
9.14,56.98,359.21
43.87,61.04,886.34
3.66,11.84,141.26
48.63,23.94,847.83
2.48,32.71,186.81
25.52,17.28,486.85
23.31,117.94,748.38
3.24,59.17,278.86
6.0,77.23,368.18
47.43,57.2,930.35
21.08,56.46,519.1
23.43,119.78,758.12
10.93,67.58,414.08
0.64,110.93,396.14
17.58,22.24,380.71
10.02,59.13,380.22
44.87,68.19,936.58
24.23,65.86,611.35
27.32,92.93,728.67
17.72,15.61,367.48
48.49,15.38,827.21
37.44,73.52,840.1
6.44,110.69,484.05
45.0,108.53,1049.26
6.19,10.88,171.53
3.41,70.41,314.84
29.84,109.31,810.92
44.17,87.64,975.19
32.86,96.32,829.09
22.64,113.12,729.76
20.79,49.42,510.04
15.06,60.95,458.24
4.02,101.24,410.32
47.65,39.24,866.07
19.25,59.8,519.83
39.64,21.9,707.42
3.13,79.0,332.39
9.9,55.32,362.57
45.35,93.45,1029.64
14.01,20.0,319.42
19.43,98.15,641.46
0.96,56.88,236.83
44.32,58.55,894.62
42.46,9.11,717.93
0.72,65.15,254.27
20.99,19.13,427.05
36.45,93.01,885.37
16.09,119.32,650.66
48.55,30.8,865.41
14.27,71.24,474.56
41.92,32.72,785.54
43.78,34.09,796.51
16.43,45.71,439.09
25.21,102.18,732.44
14.47,103.24,585.81
43.57,57.17,866.63
7.88,41.97,298.36
34.26,93.48,829.34
34.36,33.21,664.32
28.53,86.88,732.98
4.85,30.15,215.1
30.16,9.65,530.97
1.04,73.07,277.96
16.6,65.97,499.45
13.78,70.6,468.63
19.39,53.53,502.17
10.17,58.88,377.88
22.0,58.84,549.03
22.71,10.32,418.87
12.49,95.26,525.69
31.81,98.3,828.45
6.83,65.4,349.6
26.27,98.15,735.72
40.05,58.61,822.59
26.41,82.91,694.86
12.07,118.45,593.0
41.2,40.0,799.85
43.96,103.67,1017.01
31.11,88.95,799.48
48.77,19.0,847.31
20.75,82.34,604.04
7.09,86.55,419.58
38.38,106.21,960.81
41.55,19.67,729.8
17.03,106.16,634.12
28.2,62.64,662.72
42.97,16.83,755.87
38.92,23.84,700.92
12.3,89.16,499.29
32.94,31.42,635.24
21.01,48.54,509.34
7.72,100.98,473.0
43.56,13.24,736.43
45.17,12.09,762.55
46.45,45.67,884.17
32.62,26.23,625.03
48.66,119.09,1127.81
40.58,102.43,971.68
29.33,68.87,696.57
41.42,111.83,1013.08
9.17,62.89,377.4
18.55,43.24,459.19
22.79,65.98,588.65
14.18,115.73,610.14
28.42,108.68,805.82
35.57,112.2,924.2
27.21,79.16,695.5
4.59,75.34,343.69
25.37,50.23,590.02
48.47,59.81,959.02
0.64,48.99,209.7
45.75,113.99,1079.28
34.57,75.94,795.86
39.34,84.73,892.35
29.69,91.62,771.18
28.5,6.36,501.73
33.18,19.7,613.63
0.7,55.68,230.57
9.49,36.64,301.55
4.37,50.99,266.2
13.08,31.62,338.02
16.33,66.72,491.64
21.58,102.32,679.98
5.48,113.6,472.27
28.54,41.38,601.71
40.44,89.25,947.51
30.63,36.13,609.82
7.4,48.3,305.04
27.85,67.11,664.94
6.47,5.96,162.23
12.46,29.78,321.42
20.12,14.96,394.91
5.19,101.69,427.06
33.96,49.06,704.05
6.44,23.41,215.94
21.41,33.25,475.42
13.13,81.48,494.32
3.37,115.42,441.36
38.77,6.82,659.4
19.12,108.0,666.44
18.33,50.12,469.59
37.42,109.67,935.4
24.65,75.59,641.47
23.66,97.64,694.33
2.51,27.37,172.16
24.6,111.66,762.53
36.34,22.51,679.33
7.77,44.72,297.82
27.96,39.91,598.51
33.88,53.17,715.75
30.63,84.87,761.28
5.25,97.96,424.97
34.34,31.66,665.4
46.02,35.89,852.08
18.52,112.3,657.32
23.28,23.83,470.78
26.17,49.37,594.17
41.88,38.08,792.43
46.33,36.43,851.39
13.68,89.88,523.04
41.77,24.77,761.89
18.67,51.49,479.48
17.24,7.07,327.53
35.32,83.66,814.78
21.99,112.7,714.06
30.38,89.11,770.96
4.62,59.28,296.61
35.98,94.02,875.72
3.07,103.36,407.12
33.2,25.18,624.35
18.27,33.52,433.11
23.48,32.5,491.0
22.61,104.46,710.86
16.33,48.72,438.01
33.13,54.95,716.25
25.26,95.49,712.07
20.79,87.71,621.42
25.71,108.71,767.22
23.51,6.73,419.37
38.79,46.61,765.78
47.33,113.33,1093.59
4.29,31.77,212.51
21.17,70.38,585.43
35.28,114.31,916.95
36.03,12.79,630.86
25.37,65.59,629.57
2.04,23.4,152.04
2.46,93.08,366.8
25.03,33.32,519.64
47.18,103.3,1064.73
26.08,91.96,703.0
21.68,67.84,587.16
28.02,100.19,767.13
3.16,109.0,426.32
7.45,35.3,268.87
49.02,114.28,1124.07
8.22,35.2,274.79
9.64,14.31,233.98
49.62,64.28,991.67
18.28,110.01,648.09
25.14,55.72,596.07
38.37,84.78,875.23
26.18,53.58,589.91
5.83,109.13,463.19
28.69,29.51,580.36
26.76,90.79,712.25
23.39,92.59,697.44
37.79,91.26,896.35
39.06,69.62,833.09
39.06,103.26,940.6
30.26,38.31,613.24
47.1,27.33,836.64
16.03,98.13,577.0
15.56,23.56,353.4
37.22,38.42,726.87
9.34,97.28,481.17
39.11,63.9,824.85
34.63,12.68,603.25
40.53,69.88,872.21
37.09,29.48,703.57
45.58,31.06,823.26
39.77,17.48,703.7
47.28,39.12,875.56
10.05,22.19,264.92
18.16,6.96,343.14
13.34,108.53,571.24
32.52,114.9,881.65
23.44,76.79,631.02
33.4,55.68,723.64
48.13,62.94,960.95
33.59,49.41,709.23
45.92,79.4,969.79
35.95,42.03,717.75
27.18,25.06,530.81
33.44,22.91,610.64
14.42,28.8,354.02
23.69,113.9,753.88
36.92,112.21,930.68
33.93,28.17,645.26
17.63,63.61,510.23
1.26,17.58,121.01
40.44,40.17,775.84
39.94,34.76,757.88
3.56,106.38,423.37
38.62,5.82,649.38
37.81,59.3,809.92
13.92,85.07,502.68
15.13,69.24,486.62
9.89,24.6,269.87
1.7,19.01,131.56
16.72,11.26,332.21
46.79,18.71,810.59
27.86,17.13,528.95
12.54,94.69,510.38
27.52,54.89,615.49
40.4,91.1,938.42
26.17,77.19,670.24
43.38,59.74,885.79
21.62,95.74,670.35
5.71,71.84,345.45
13.49,114.92,602.11
18.61,69.95,535.13
33.88,63.98,750.56
19.38,12.59,380.93
9.1,30.22,276.19
10.66,107.44,535.85
45.73,111.72,1074.94
24.54,59.77,594.42
1.6,43.13,205.38
35.96,19.22,650.93
5.5,16.25,182.23
10.34,45.98,338.54
42.73,21.36,777.46
35.03,68.12,773.31
23.83,8.29,437.72
6.25,48.12,285.62
41.34,113.8,1011.1
30.02,11.14,529.25
36.82,54.95,772.58
3.14,37.06,211.62
7.09,38.01,269.04
4.64,75.82,349.76
37.16,94.46,890.37
8.64,35.66,285.64
43.57,94.44,986.96
3.37,102.64,408.34
39.31,25.53,711.36
38.69,26.27,713.37
12.51,18.72,298.32
23.29,51.31,547.99
28.33,84.74,732.86
15.3,94.7,556.85
10.14,37.07,312.55
8.33,69.74,387.35
47.72,38.83,878.77
45.31,119.7,1083.67
30.62,46.88,658.17
49.8,12.8,832.5
47.9,104.11,1090.78
45.15,73.44,946.45
26.84,104.78,768.77
29.2,97.13,773.68
14.0,81.22,501.87
1.04,26.82,147.22
3.02,10.74,127.05
27.81,25.44,539.66
29.29,11.39,520.53
47.03,19.16,809.76
33.65,98.96,854.96
28.12,68.37,674.95
7.95,116.88,513.9
34.4,10.57,611.01
5.23,81.47,371.46
9.28,51.91,339.88
19.35,102.02,655.11
15.81,80.35,527.28
2.77,99.94,392.05
27.78,100.19,771.45
5.22,106.57,445.9
41.22,70.24,864.81
10.48,57.38,383.65
33.04,119.82,902.64
37.29,17.43,670.18
21.04,53.87,521.53
43.51,60.54,893.23
16.85,92.3,588.73
35.85,88.17,847.62
42.93,102.57,1004.87
1.53,112.0,409.42
7.84,29.34,254.64
21.55,35.04,484.2
11.61,17.22,276.63
35.48,89.97,840.62
18.82,111.02,660.45
47.29,67.18,957.77
48.58,50.27,925.48
42.78,24.63,767.78
3.9,16.24,154.44
48.07,103.06,1085.49
40.26,98.11,938.87
32.33,19.18,588.28
10.95,93.89,502.44
47.56,81.78,1021.88
21.82,37.24,482.9
2.23,35.08,186.97
41.85,88.75,951.53
13.57,71.43,468.97
2.05,107.58,398.29
12.35,102.55,541.76
5.89,111.4,466.12
16.93,52.03,456.86
27.63,72.48,668.42
14.62,49.14,408.71
23.62,73.72,627.72
34.19,39.36,677.49
23.24,113.9,757.93
34.38,57.44,739.75
10.0,109.6,530.94
22.7,62.42,587.17
41.27,6.44,677.64
34.07,14.84,612.13
28.03,103.35,773.79
2.35,76.44,314.54
3.94,13.2,146.64
10.61,60.31,388.69
14.4,30.22,350.02
4.47,83.51,368.05
29.49,29.39,583.69
47.85,66.17,967.21
5.35,57.69,303.11
45.52,58.76,905.52
27.75,23.17,529.05
28.78,90.71,746.91
12.94,65.27,438.87
8.48,63.66,360.55
2.84,101.6,399.62
30.19,25.95,581.64
24.46,81.44,667.04
8.55,94.37,451.66
45.52,41.21,854.34
19.63,76.26,563.96
28.37,15.04,521.39
42.85,67.25,898.33
10.09,77.06,421.29
18.9,79.76,573.65
31.08,22.43,586.31
27.02,91.13,736.87
8.11,110.77,499.29
40.84,43.41,785.73
41.62,42.72,790.22
36.71,24.2,675.18
45.02,47.74,864.74
48.8,98.52,1077.28
22.63,110.83,722.36
12.08,61.02,417.41
16.58,56.52,467.09
42.03,112.56,1022.93
40.35,65.63,863.07
2.7,89.63,360.31
26.68,50.67,597.56
44.83,84.18,983.58
30.7,65.16,709.66
36.38,6.34,606.85
18.64,100.73,640.29
11.82,77.69,467.47
39.41,51.2,810.64
8.55,53.47,338.87
28.65,22.92,552.35
36.39,78.14,817.92
35.82,71.87,805.76
39.91,71.18,865.34
49.71,9.5,828.58
41.4,99.16,963.35
43.7,53.6,867.09
8.61,89.65,451.26
15.15,30.35,368.0
48.95,55.52,965.94
42.25,116.33,1041.76
41.98,47.17,818.26
10.4,97.27,495.76
40.31,115.05,1000.65
2.58,37.88,203.01
49.47,110.28,1136.86
9.32,82.51,433.89
4.93,70.49,336.46
20.45,67.73,561.82
19.48,107.07,653.15
15.65,105.15,608.16
14.68,98.05,553.82
42.26,98.04,964.4
32.01,115.34,884.91
32.6,114.99,891.35
36.06,99.21,884.34
35.68,60.24,769.38
21.17,114.45,712.29
2.95,6.63,115.51
12.77,84.74,495.66
27.57,38.44,576.65
27.04,56.77,624.7
14.83,116.6,622.9
26.32,27.27,533.64
32.63,114.67,885.52
4.2,101.98,413.12
6.33,79.03,379.68
10.18,20.66,264.72
2.51,116.66,442.55
18.23,9.9,352.6
34.93,9.46,595.64
33.71,107.66,880.06
47.81,65.69,958.88
38.61,114.96,974.41
22.19,96.27,675.74
38.05,29.74,714.46
37.7,21.61,676.09
41.34,105.64,989.79
34.56,117.23,922.59
26.48,21.74,509.7
33.09,96.95,840.94
5.1,73.01,343.76
40.02,21.79,702.67
30.56,53.79,681.35
12.92,34.19,344.99
13.85,19.26,314.14
5.16,67.27,331.98
28.06,55.66,646.89
31.88,108.71,849.42
28.74,65.28,678.07
22.88,70.41,603.17
24.27,98.98,711.54
26.77,12.8,488.06
26.97,73.0,680.19
35.93,81.6,837.54
42.53,51.5,839.09
6.98,74.99,384.64
16.13,35.24,394.59
43.45,75.82,931.58
37.76,32.05,708.58
48.4,47.88,918.35
30.66,64.52,705.57
49.61,51.96,953.85
2.58,106.77,407.43
5.97,70.78,348.52
42.31,73.28,915.79
20.06,42.42,479.59
18.52,41.86,449.64
47.52,36.37,869.11
17.99,119.03,679.74
20.55,80.31,593.18
30.08,114.05,831.11
14.48,33.45,367.09
28.4,19.58,534.38
25.8,26.73,516.27
5.1,101.16,431.7
20.4,99.31,653.93
22.55,69.16,583.93
20.38,62.13,537.61
34.38,87.14,841.47
37.57,59.16,793.07
26.47,69.35,659.62
32.22,119.83,892.21
30.81,91.65,791.12
37.23,79.43,868.16
36.62,102.84,899.33
6.8,36.97,267.25
20.09,32.47,444.17
2.14,101.89,380.86
26.78,19.14,504.81
20.17,91.46,632.35
23.64,47.43,551.0
41.66,24.93,753.96
14.66,27.75,354.32
25.87,29.88,525.75
16.04,107.17,615.37
10.68,106.75,524.54
24.12,47.46,549.75
10.49,43.91,341.86
41.13,92.03,948.0
0.77,54.06,225.59
40.82,107.39,991.04
29.71,119.78,863.77
6.09,22.13,207.65
29.72,19.28,550.44
29.51,117.91,851.91
42.51,46.79,835.67
27.68,23.8,533.59
16.73,81.11,546.84
35.64,36.14,687.33
20.2,112.58,696.19
26.06,29.51,533.05
29.77,93.79,757.57
49.12,15.6,824.68
16.52,98.74,600.68
37.19,9.6,649.68
47.4,27.0,840.0
35.27,31.62,669.75
2.97,11.6,128.57
18.94,24.9,407.16
17.54,56.12,477.42
24.02,98.77,711.88
49.33,69.09,1016.79
